oid,description
iso.3.6.1.2.1.4.24.7.1.11,"[<code>inetCidrRouteNextHopAS OBJECT-TYPE<br/>
SYNTAX InetAutonomousSystemNumber<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The Autonomous System Number of the Next Hop. The<br/>
semantics of this object are determined by the routing-<br/>
protocol specified in the route's inetCidrRouteProto<br/>
value. When this object is unknown or not relevant, its<br/>
value should be set to zero.""<br/>
DEFVAL { 0 }</code>]"
iso.3.6.1.2.1.4.24.7.1.12,"[<code>inetCidrRouteMetric1 OBJECT-TYPE<br/>
SYNTAX Integer32<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The primary routing metric for this route. The<br/>
semantics of this metric are determined by the routing-<br/>
protocol specified in the route's inetCidrRouteProto<br/>
value. If this metric is not used, its value should be<br/>
set to -1.""<br/>
DEFVAL { -1 }</code>]"
iso.3.6.1.2.1.4.24.7.1.13,"[<code>inetCidrRouteMetric2 OBJECT-TYPE<br/>
SYNTAX Integer32<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An alternate routing metric for this route. The<br/>
semantics of this metric are determined by the routing-<br/>
protocol specified in the route's inetCidrRouteProto<br/>
value. If this metric is not used, its value should be<br/>
set to -1.""<br/>
DEFVAL { -1 }</code>]"
iso.3.6.1.2.1.4.24.7.1.14,"[<code>inetCidrRouteMetric3 OBJECT-TYPE<br/>
SYNTAX Integer32<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An alternate routing metric for this route. The<br/>
semantics of this metric are determined by the routing-<br/>
protocol specified in the route's inetCidrRouteProto<br/>
value. If this metric is not used, its value should be<br/>
set to -1.""<br/>
DEFVAL { -1 }</code>]"
iso.3.6.1.2.1.4.24.7.1.15,"[<code>inetCidrRouteMetric4 OBJECT-TYPE<br/>
SYNTAX Integer32<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An alternate routing metric for this route. The<br/>
semantics of this metric are determined by the routing-<br/>
protocol specified in the route's inetCidrRouteProto<br/>
value. If this metric is not used, its value should be<br/>
set to -1.""<br/>
DEFVAL { -1 }</code>]"
iso.3.6.1.2.1.4.24.7.1.16,"[<code>inetCidrRouteMetric5 OBJECT-TYPE<br/>
SYNTAX Integer32<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An alternate routing metric for this route. The<br/>
semantics of this metric are determined by the routing-<br/>
protocol specified in the route's inetCidrRouteProto<br/>
value. If this metric is not used, its value should be<br/>
set to -1.""<br/>
DEFVAL { -1 }</code>]"
iso.3.6.1.2.1.4.24.7.1.17,"[<code>inetCidrRouteStatus OBJECT-TYPE<br/>
SYNTAX RowStatus<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The row status variable, used according to row<br/>
installation and removal conventions.<br/>
A row entry cannot be modified when the status is<br/>
marked as active(1).""</code>]"
iso.3.6.1.2.1.4.24.8,"[<code>inetCidrRouteDiscards OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of valid route entries discarded from the<br/>
inetCidrRouteTable. Discarded route entries do not<br/>
appear in the inetCidrRouteTable. One possible reason<br/>
for discarding an entry would be to free-up buffer space<br/>
for other route table entries.""</code>]"
iso.3.6.1.2.1.4.25,"[<code>ipv6IpForwarding OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
forwarding(1), -- acting as a router<br/>
notForwarding(2) -- NOT acting as a router<br/>
}<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The indication of whether this entity is acting as an IPv6<br/>
router on any interface in respect to the forwarding of<br/>
datagrams received by, but not addressed to, this entity.<br/>
IPv6 routers forward datagrams. IPv6 hosts do not (except<br/>
those source-routed via the host).<br/>
When this object is written, the entity SHOULD save the<br/>
change to non-volatile storage and restore the object from<br/>
non-volatile storage upon re-initialization of the system.""</code>]"
iso.3.6.1.2.1.4.26,"[<code>ipv6IpDefaultHopLimit OBJECT-TYPE<br/>
SYNTAX Integer32 (0..255)<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The default value inserted into the Hop Limit field of the<br/>
IPv6 header of datagrams originated at this entity whenever<br/>
a Hop Limit value is not supplied by the transport layer<br/>
protocol.<br/>
When this object is written, the entity SHOULD save the<br/>
change to non-volatile storage and restore the object from<br/>
non-volatile storage upon re-initialization of the system.""<br/>
REFERENCE ""RFC 2461 Section 6.3.2""</code>]"
iso.3.6.1.2.1.4.27,"[<code>ipv4InterfaceTableLastChange OBJECT-TYPE<br/>
SYNTAX TimeStamp<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The value of sysUpTime on the most recent occasion at which<br/>
a row in the ipv4InterfaceTable was added or deleted, or<br/>
when an ipv4InterfaceReasmMaxSize or an<br/>
ipv4InterfaceEnableStatus object was modified.<br/>
If new objects are added to the ipv4InterfaceTable that<br/>
require the ipv4InterfaceTableLastChange to be updated when<br/>
they are modified, they must specify that requirement in<br/>
their description clause.""</code>]"
iso.3.6.1.2.1.4.28.1.2,"[<code>ipv4InterfaceReasmMaxSize OBJECT-TYPE<br/>
SYNTAX Integer32 (0..65535)<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The size of the largest IPv4 datagram that this entity can<br/>
re-assemble from incoming IPv4 fragmented datagrams received<br/>
on this interface.""</code>]"
iso.3.6.1.2.1.4.28.1.3,"[<code>ipv4InterfaceEnableStatus OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
up(1),<br/>
down(2)<br/>
}<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The indication of whether IPv4 is enabled (up) or disabled<br/>
(down) on this interface. This object does not affect the<br/>
state of the interface itself, only its connection to an<br/>
IPv4 stack. The IF-MIB should be used to control the state<br/>
of the interface.""</code>]"
iso.3.6.1.2.1.4.28.1.4,"[<code>ipv4InterfaceRetransmitTime OBJECT-TYPE<br/>
SYNTAX Unsigned32<br/>
UNITS ""milliseconds""<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The time between retransmissions of ARP requests to a<br/>
neighbor when resolving the address or when probing the<br/>
reachability of a neighbor.""<br/>
REFERENCE ""RFC 1122""<br/>
DEFVAL { 1000 }</code>]"
iso.3.6.1.2.1.4.29,"[<code>ipv6InterfaceTableLastChange OBJECT-TYPE<br/>
SYNTAX TimeStamp<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The value of sysUpTime on the most recent occasion at which<br/>
a row in the ipv6InterfaceTable was added or deleted or when<br/>
an ipv6InterfaceReasmMaxSize, ipv6InterfaceIdentifier,<br/>
ipv6InterfaceEnableStatus, ipv6InterfaceReachableTime,<br/>
ipv6InterfaceRetransmitTime, or ipv6InterfaceForwarding<br/>
object was modified.<br/>
If new objects are added to the ipv6InterfaceTable that<br/>
require the ipv6InterfaceTableLastChange to be updated when<br/>
they are modified, they must specify that requirement in<br/>
their description clause.""</code>]"
iso.3.6.1.2.1.4.31.1.1.3,"[<code>ipSystemStatsInReceives OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of input IP datagrams received, including<br/>
those received in error.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.4,"[<code>ipSystemStatsHCInReceives OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of input IP datagrams received, including<br/>
those received in error. This object counts the same<br/>
datagrams as ipSystemStatsInReceives, but allows for larger<br/>
values.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.5,"[<code>ipSystemStatsInOctets OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of octets received in input IP datagrams,<br/>
including those received in error. Octets from datagrams<br/>
counted in ipSystemStatsInReceives MUST be counted here.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.6,"[<code>ipSystemStatsHCInOctets OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of octets received in input IP datagrams,<br/>
including those received in error. This object counts the<br/>
same octets as ipSystemStatsInOctets, but allows for larger<br/>
values.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.7,"[<code>ipSystemStatsInHdrErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of input IP datagrams discarded due to errors in<br/>
their IP headers, including version number mismatch, other<br/>
format errors, hop count exceeded, errors discovered in<br/>
processing their IP options, etc.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.8,"[<code>ipSystemStatsInNoRoutes OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of input IP datagrams discarded because no route<br/>
could be found to transmit them to their destination.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.9,"[<code>ipSystemStatsInAddrErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of input IP datagrams discarded because the IP<br/>
address in their IP header's destination field was not a<br/>
valid address to be received at this entity. This count<br/>
includes invalid addresses (e.g., ::0). For entities<br/>
that are not IP routers and therefore do not forward<br/>
datagrams, this counter includes datagrams discarded<br/>
because the destination address was not a local address.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.10,"[<code>ipSystemStatsInUnknownProtos OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of locally-addressed IP datagrams received<br/>
successfully but discarded because of an unknown or<br/>
unsupported protocol.<br/>
When tracking interface statistics, the counter of the<br/>
interface to which these datagrams were addressed is<br/>
incremented. This interface might not be the same as the<br/>
input interface for some of the datagrams.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.11,"[<code>ipSystemStatsInTruncatedPkts OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of input IP datagrams discarded because the<br/>
datagram frame didn't carry enough data.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.12,"[<code>ipSystemStatsInForwDatagrams OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of input datagrams for which this entity was not<br/>
their final IP destination and for which this entity<br/>
attempted to find a route to forward them to that final<br/>
destination. In entities that do not act as IP routers,<br/>
this counter will include only those datagrams that were<br/>
Source-Routed via this entity, and the Source-Route<br/>
processing was successful.<br/>
When tracking interface statistics, the counter of the<br/>
incoming interface is incremented for each datagram.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.13,"[<code>ipSystemStatsHCInForwDatagrams OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of input datagrams for which this entity was not<br/>
their final IP destination and for which this entity<br/>
attempted to find a route to forward them to that final<br/>
destination. This object counts the same packets as<br/>
ipSystemStatsInForwDatagrams, but allows for larger values.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.14,"[<code>ipSystemStatsReasmReqds OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of IP fragments received that needed to be<br/>
reassembled at this interface.<br/>
When tracking interface statistics, the counter of the<br/>
interface to which these fragments were addressed is<br/>
incremented. This interface might not be the same as the<br/>
input interface for some of the fragments.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.15,"[<code>ipSystemStatsReasmOKs OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of IP datagrams successfully reassembled.<br/>
When tracking interface statistics, the counter of the<br/>
interface to which these datagrams were addressed is<br/>
incremented. This interface might not be the same as the<br/>
input interface for some of the datagrams.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.16,"[<code>ipSystemStatsReasmFails OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of failures detected by the IP re-assembly<br/>
algorithm (for whatever reason: timed out, errors, etc.).<br/>
Note that this is not necessarily a count of discarded IP<br/>
fragments since some algorithms (notably the algorithm in<br/>
RFC 815) can lose track of the number of fragments by<br/>
combining them as they are received.<br/>
When tracking interface statistics, the counter of the<br/>
interface to which these fragments were addressed is<br/>
incremented. This interface might not be the same as the<br/>
input interface for some of the fragments.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.4.31.1.1.17,"[<code>ipSystemStatsInDiscards OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of input IP datagrams for which no problems were<br/>
encountered to prevent their continued processing, but<br/>
were discarded (e.g., for lack of buffer space). Note that<br/>
this counter does not include any datagrams discarded while<br/>
awaiting re-assembly.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ipSystemStatsDiscontinuityTime.""</code>]"
